oracion,etiqueta
de circulación ayer se fueron setecientos treinta y tres euros de el impuesto,gasto
me han pagado cuarenta,ingreso
me salió por mil cien euros el billete a nueva york,gasto
pagué trescientos euros de multa de tráfico,gasto
se me fueron diecinueve,gasto
programación este mes me pagaron mil cuatrocientos cuarenta y seis con cincuenta y cuatro euros por un encargo de,ingreso
en el electricista se me fueron setenta y cinco euros,gasto
gasté doscientos cuatro euros este mes en un ordenador nuevo,gasto
clases particulares recientemente he percibido cuatrocientos veintinueve con veintiséis euros por dar,ingreso
nevera el viernes pagué mil ciento trece con ocho euros con la,gasto
euros por ropa pagué setecientos sesenta y cinco,gasto
me dejé unos setecientos quince euros en el seguro del coche,gasto
me hicieron un ingreso,ingreso
euros en electricidad he pagado mil trescientos cincuenta y uno con sesenta y ocho,gasto
del coche viejo recibí tres mil quinientos euros de la venta,ingreso
he desembolsado cuatro mil trescientos ochenta euros por reparar el tejado este año,gasto
de una herencia me han abonado mil doscientos cuarenta y uno con dos euros,ingreso
particulares por fin me abonaron aproximadamente cuatrocientos noventa y tres con setenta y nueve euros por dar clases,ingreso
pagué cuarenta y ocho con setenta y ocho euros por netflix,gasto
me gasté mil quinientos,gasto
me cobraron seiscientos cincuenta,gasto
aparcamiento esta tarde me cobraron quinientos cuarenta y tres euros de,gasto
me han cargado veintisiete euros de el alquiler esta mañana,gasto
de programación hoy cobré ochenta y seis euros por un encargo,ingreso
me abonó setecientos setenta,ingreso
un trabajo freelance cobré mil ochocientos cuarenta y ocho con sesenta euros por,ingreso
me tocó pagar mil,gasto
me han transferido seiscientos veintinueve euros de pensión hoy,ingreso
he tenido que abonar cuatro mil noventa y siete euros este mes en un móvil nuevo,gasto
desembolsé casi dos mil cuatrocientos euros por el electricista,gasto
recibí noventa y cinco euros por vender la consola,ingreso
ingresé tres mil novecientos,ingreso
lavadora esta tarde me han cargado novecientos noventa y siete euros en la,gasto
he percibido mil setecientos cincuenta y siete con ochenta euros por hacer de canguro ayer,ingreso
me cobraron setecientos treinta,gasto
hace unos días se me fueron trescientos uno con treinta y nueve euros en un taxi,gasto
me han transferido ciento diecinueve con cincuenta y tres euros de una devolución de hacienda recientemente,ingreso
me gasté mil quinientos cuatro euros en una cena,gasto
ingresé novecientos euros de,ingreso
del coche recientemente he pagado dos mil ciento setenta y uno con sesenta y cuatro euros en el seguro,gasto
entradas por fin obtuve trescientos cincuenta y nueve con cuarenta y dos euros por vender,ingreso
ingresé novecientos euros de una venta en wallapop,ingreso
me costó veintiséis euros por cine esta tarde,gasto
me ingresaron mil ochocientos,ingreso
me costó cuarenta y cinco euros el masaje,gasto
por una transferencia me pagaron mil ochocientos veintisiete euros,ingreso
gasté sesenta euros en,gasto
me hicieron un abono de cien euros,ingreso
recibí dos mil trescientos noventa y siete con setenta y seis euros de nómina,ingreso
de una apuesta me ingresaron mil sesenta y ocho con setenta y dos euros,ingreso
aboné treinta euros con una batería del coche este mes,gasto
fin de semana gasté doscientos veinte euros en una escapada de,gasto
recibí cuatro mil doscientos,ingreso
extra por fin me han transferido cuatrocientos noventa y ocho con cincuenta y siete euros por horas,ingreso
encuesta remunerada recientemente me ingresaron dos mil cuarenta y ocho con diez euros de una,ingreso
me abonó setecientos setenta y ocho euros por tutorías online este mes,ingreso
pagué cuatrocientos dieciséis euros por gasolina,gasto
recibí mil setecientos diecinueve,ingreso
en el gimnasio me cobraron cuatro mil novecientos once con treinta euros,gasto
por un bonus he percibido ciento treinta y cuatro con diez euros,ingreso
me entraron quinientos veintiséis,ingreso
me han pagado doscientos,ingreso
he ganado dos euros,ingreso
percibí dos mil novecientos,ingreso
euros el gimnasio me costó tres mil quinientos setenta y seis con veintinueve,gasto
en una suscripción me gasté dos mil setecientos setenta y nueve con cuarenta y dos euros,gasto
pagué mil cincuenta y nueve con seis euros por el supermercado,gasto
me han abonado mil,ingreso
me cobraron novecientos setenta,gasto
en el gimnasio he desembolsado cuatro mil ochocientos treinta y siete euros,gasto
he pagado dos mil,gasto
trabajo de diseño he percibido al final mil euros por el,ingreso
móvil viejo ayer he recibido dos mil doscientos setenta y uno con setenta y ocho euros por vender el,ingreso
he percibido cincuenta y ocho con sesenta y siete euros de paga extraordinaria esta semana,ingreso
por tutorías online me abonó mil ciento cuarenta y cuatro euros,ingreso
en la peluquería he desembolsado doscientos sesenta y seis con cincuenta y uno euros ayer,gasto
me pagaron dos mil cuatrocientos cuarenta y cinco con nueve euros por un trabajo freelance,ingreso
me han cargado seis,gasto
percibí dos mil cuatrocientos,ingreso
el otro día pagamos cuatrocientos veintitrés euros de amazon prime,gasto
me gasté quinientos treinta y cuatro euros en el coche,gasto
me han cargado mil seiscientos setenta con noventa y cinco euros de el mantenimiento de la cuenta hace poco,gasto
me entraron aproximadamente doscientos ochenta y cuatro con treinta y seis euros por una asesoría,ingreso
me han abonado mil,ingreso
me pagaron noventa y nueve euros por vender una bici esta semana,ingreso
de una ayuda recibí tres mil seiscientos ocho con treinta y seis euros,ingreso
en aire acondicionado gasté dos mil quinientos veinte euros ayer,gasto
me pagaron dos mil,ingreso
cobré mil quinientos ochenta,ingreso
ordenador de mesa me abonó más o menos sesenta y dos euros por vender el,ingreso
he gastado cuatrocientos con setenta euros este mes en el alquiler,gasto
me dejé tres mil,gasto
habitación esta semana me abonó veinticinco euros por alquilar una,ingreso
en aire acondicionado se me fueron trescientos cincuenta y siete euros,gasto
por una herencia he percibido mil ciento cuarenta y cinco con treinta y uno euros,ingreso
cobré setenta y cinco euros por vender el móvil viejo,ingreso
en la compra me gasté mil cincuenta y cuatro con once euros,gasto
cobré ciento veintidós con,ingreso
ingresé setecientos ochenta y,ingreso
ingresé tres mil cuatrocientos cincuenta y nueve con setenta y tres euros por nómina,ingreso
me han transferido trescientos euros por la deuda pendiente,ingreso
del seguro ayer se me ingresaron doscientos ochenta y seis euros de la devolución,ingreso
me gasté mil doscientos ochenta y siete euros en un vuelo,gasto
de la luz he gastado cincuenta y siete con treinta y siete euros por la factura,gasto
euros el coche me costó ochocientos setenta y uno con setenta y siete,gasto
me pagaron dos mil ochocientos veintiséis con dos euros por una beca,ingreso
me pagaron trescientos cuarenta,ingreso
me costó tres mil,gasto
me han abonado dos mil quinientos veinte con ochenta euros de una apuesta,ingreso
he percibido mil quinientos,ingreso
pagué cuatro mil doscientos veintiuno con sesenta euros por netflix,gasto
pagué cincuenta y cinco euros de taxi al aeropuerto,gasto
por una devolución ingresé tres mil ochocientos setenta y cinco con sesenta y cuatro euros,ingreso
he percibido cuatro mil,ingreso
he ingresado cincuenta y siete euros por vender el móvil viejo hoy,ingreso
se me fueron mil ochocientos ochenta y seis euros en la compra,gasto
cobré cuatro mil ochocientos,ingreso
aboné dos mil cuatrocientos,gasto
me ingresaron tres mil,ingreso
de una venta recibí cuatro mil doscientos sesenta y tres euros,ingreso
me llegó la transferencia,ingreso
se fueron doscientos trece con ochenta y siete euros ayer en un tren,gasto
por el gimnasio pagué dos mil cuatrocientos ochenta y cinco con sesenta y tres euros,gasto
premio de concurso ingresé cincuenta y nueve euros de un,ingreso
me abonó alrededor de mil ochocientos catorce con setenta y dos euros por un proyecto de desarrollo web,ingreso
he ingresado casi cuatrocientos veinte con cincuenta y nueve euros de honorarios como autónomo por fin,ingreso
acabé pagando cuatrocientos dieciocho,gasto
he percibido tres mil,ingreso
me pagaron aproximadamente cuatrocientos,ingreso
me ingresaron treinta y,ingreso
recibí ciento cincuenta euros de regalo de cumpleaños,ingreso
he percibido tres mil,ingreso
me pagaron novecientos sesenta,ingreso
cobré ochocientos diecinueve euros por una beca,ingreso
familiar esta semana me hicieron un ingreso de noventa y nueve con cuarenta y cuatro euros de una transferencia,ingreso
de fidelidad hoy me han pagado doscientos cincuenta y seis euros de un bono,ingreso
me han pagado alrededor,ingreso
he tenido que abonar,gasto
de una devolución me han abonado dos mil ciento veintinueve euros,ingreso
euros de icloud me han cobrado noventa y nueve,gasto
fin de semana me han abonado ciento diez euros por el trabajo de,ingreso
me han cobrado quince,gasto
me pagaron seiscientos cincuenta y cinco euros por una beca,ingreso
coche en enero aboné cincuenta y nueve euros con la revisión del,gasto
se me ingresaron setecientos,ingreso
me han transferido mil,ingreso
de una subvención me han transferido cincuenta y tres euros,ingreso
he cobrado mil doscientos sesenta y ocho euros de una ayuda municipal recientemente,ingreso
me cobraron dos mil seiscientos ochenta y dos euros con una consulta médica esta semana,gasto
aboné cuatro mil seiscientos cincuenta y tres con cincuenta y siete euros de una cena,gasto
flores el viernes desembolsé setecientos setenta y ocho euros de,gasto
canguro este mes me pagaron ciento noventa euros por hacer de,ingreso
de vacaciones recientemente he cobrado setenta y uno euros de la liquidación,ingreso
recibí mil setecientos noventa,ingreso
me costó novecientos setenta,gasto
he cobrado doscientos setenta,ingreso
he desembolsado mil doscientos veintinueve euros en un vuelo,gasto
me han cobrado cincuenta euros de penalización por retraso,gasto
he gastado seiscientos setenta,gasto
solté dos mil quinientos,gasto
me costó dos mil,gasto
videojuegos esta tarde he desembolsado mil ochocientos doce euros por,gasto
extra del trabajo me pagaron doscientos veinte euros por las horas,ingreso
me han pagado trescientos,ingreso
me entraron doscientos euros de alquiler del piso,ingreso
me cobraron seiscientos cincuenta con cincuenta y seis euros en un vuelo,gasto
he percibido tres mil,ingreso
luz este trimestre se fueron dos mil trescientos noventa y cinco euros en la factura de la,gasto
me pagaron mil novecientos ochenta con tres euros por una apuesta,ingreso
pagamos dos mil trescientos ochenta y nueve con sesenta y siete euros ayer en una mudanza,gasto
me pagaron dos mil,ingreso
he recibido aproximadamente doscientos,ingreso
me hicieron un ingreso de aproximadamente dos mil trescientos ochenta y cuatro con setenta y seis euros de la devolución del irpf por fin,ingreso
me gasté cuatro mil,gasto
me cobraron doscientos cuarenta,gasto
pagué mil doscientos noventa,gasto
ingresé trescientos noventa y,ingreso
me costó quinientos cinco con cincuenta y cuatro euros una suscripción,gasto
me gasté setecientos treinta,gasto
aboné tres mil novecientos,gasto
pagué ciento sesenta euros,gasto
ingresé mil cuatrocientos treinta y ocho con treinta y dos euros por hacer de canguro este mes,ingreso
se me fueron tres mil seiscientos tres euros en el alquiler,gasto
recibí mil seiscientos ochenta y uno con diecisiete euros de una herencia,ingreso
he pagado cuatro mil,gasto
acabé pagando trescientos veinticinco con ochenta y seis euros esta semana en material de oficina,gasto
euros de glovo pagué doce,gasto
me gasté mil trescientos veintidós con veintiocho euros en una suscripción,gasto
he percibido cuatro mil,ingreso
me cobraron cuatro mil,gasto
me cobraron cuatro mil veinticuatro con treinta y seis euros en el gimnasio,gasto
me cobraron cuatro mil,gasto
me pagaron dos mil,ingreso
de fidelidad recientemente obtuve dos mil cuatrocientos cuatro con sesenta euros de un bono,ingreso
me llegaron setenta euros,ingreso
por unos auriculares pagué en total doscientos sesenta y dos con cuarenta y uno euros,gasto
recibí novecientos cincuenta y siete euros por vender una bici esta semana,ingreso
he desembolsado tres mil novecientos veintitrés con setenta y tres euros en ropa,gasto
recibí mil novecientos dieciséis,ingreso
me abonó ochocientos ochenta,ingreso
por una beca cobré mil cincuenta y nueve con sesenta y cuatro euros,ingreso
me han abonado cuatro mil ciento sesenta y tres con sesenta y seis euros de nómina,ingreso
he gastado novecientos setenta euros esta semana en el fisioterapeuta,gasto
percibí unos quinientos dos,ingreso
acabé pagando cuatro mil,gasto
vender la consola recibí noventa y cinco euros por,ingreso
me costó ocho euros,gasto
por una beca me pagaron dos mil ochocientos veintiséis con dos euros,ingreso
