oracion,etiqueta
me han transferido ciento noventa y tres euros de la venta del sofá esta semana,ingreso
nuevas este trimestre,gasto
cobré tres mil trescientos treinta y seis euros por un trabajo freelance,ingreso
pagué cuarenta y,gasto
me han pagado alrededor,ingreso
recientemente he recibido dos mil trescientos sesenta y siete con ochenta y cuatro euros de una venta en wallapop,ingreso
me dejé cuatrocientos,gasto
me han abonado,ingreso
solté noventa y uno euros por aire acondicionado ayer,gasto
mil novecientos sesenta con quince euros en un vuelo me cobraron,gasto
solté dos mil,gasto
de un proyecto me ingresaro dos mil doscientos catorce con treinta y uno euros,ingreso
me costó dos mil,gasto
horas por doscientos ocho cinco cincuenta euros extra con he y recientemente y sesenta,ingreso
me han soltado más,ingreso
he tenido que,gasto
me gasté mil ciento,gasto
desembolsé doscientos sesenta,gasto
dos la mil quinientos solté euros para pagar diez,gasto
recibí cuatro mil,ingreso
me han transferido,ingreso
de libros usados,ingreso
vecino me pagaron ochenta y ocho euros por reparar el ordenador de un,ingreso
acabé pagando doscientos sesenta y ocho con treinta y dos euros ayer en la cena,gasto
cobré cuatro mil,ingreso
he desembolsado trescientos,gasto
me han devuelto ciento veinte euros de hacienda,ingreso
trabajo de diseño me entraron en total ochocientos doce con treinta y uno euros por el,ingreso
he tenido que abonar,gasto
me cobraro ochenta y,gasto
de hacienda recientemente,ingreso
he cobrado ciento doce con catorce euros por un artículo publicado este mes,ingreso
recibí mil setecientos treinta,ingreso
setecientos ingresé euros y por cinco ochenta con noventa siete y una,ingreso
en el supermercado,gasto
poco se me fueron quinientos noventa y nueve euros por zapatos hace,gasto
reparar el tejado,gasto
mil novecientos veinticuatro con setenta y uno euros de una venta recibí cuatro,ingreso
me han cargado catorce euros de netflix,gasto
euros y cuatrocientos cobré mil por cuarenta una con veintiséis dos devolución,ingreso
me ingresaro dos mil,ingreso
poco aboné doscientos dos euros con la compra del supermercado hace,gasto
cobré tres mil,ingreso
acabé pagando cuarenta,gasto
venta del sofá ingresé quinientos euros de la,ingreso
por una beca,ingreso
coche me gasté quinientos treinta y cuatro euros en el,gasto
en ordenador doscientos euros este un mes gasté cuatro,gasto
me cobraro cien en comida,gasto
me costó cuatro,gasto
tres mil setenta y cinco euros por una apuesta ganada este mes he ingresado,ingreso
de apple tv,gasto
tuve que pagar sesenta y tres euros en un móvil nuevo esta tarde,gasto
me pagaron dos mil,ingreso
recibido euros he la mil de dos venta del,ingreso
cobré doscientos diez,ingreso
me han abonado,ingreso
treinta por quince ochocientos un cinco con euros y mil bonus,ingreso
recibí doscientos cincuenta euros de mi abuelo por mi cumpleaños,ingreso
mil trescientos cincuenta y uno con sesenta y ocho euros en electricidad he pagado,gasto
me pagaron mil,ingreso
me ingresaron ochocientos ochenta y uno euros de una transferencia familiar el mes pasado,ingreso
me gasté cuatro mil seiscientos sesenta y dos euros en un vuelo,gasto
me han transferido cincuenta y tres euros de una subvención,ingreso
se me fueron,gasto
de una apuesta me ingresaro mil sesenta y ocho con setenta y dos euros,ingreso
venta del sofá he recibido dos mil euros de la,ingreso
cincuenta cobraro me,gasto
me entraron treinta y,ingreso
se me fueron,gasto
de desarrollo web me han pagado mil trescientos cincuenta euros por el proyecto,ingreso
por una herencia cobré dos mil ciento setenta con ochenta y nueve euros,ingreso
me cayeron tres mil,ingreso
me llegaro trescientos veinte,ingreso
me abonaron cuatro mil,ingreso
setenta y siete euros con una mudanza en abril me dejé,gasto
aboné tres mil,gasto
me han transferido cuatrocientos setenta y tres euros por vender el móvil viejo,ingreso
me llegó la,ingreso
mil setecientos cuatro euros por una reparación pagué cuatro,gasto
niños gasté cuarenta euros en el zoo con los,gasto
transferido ciento diecinueve con cincuenta y tres euros de una devolución de hacienda recientemente me han,ingreso
me costó tres mil quinientos cuarenta con ochenta euros una suscripción,gasto
mil doscientos veintiocho con diecisiete euros de una beca recibí dos,ingreso
pagar el alquiler me han cargado cuarenta y seis euros para,gasto
fueron tres mil cincuenta y cuatro con trece euros en el dentista se me,gasto
entraron quinientos treinta y seis euros por tutorías online ayer,ingreso
en wallapop recientemente,ingreso
en un vuelo me cobraron dos mil quinientos veintiséis con noventa y uno euros,gasto
por un bonus,ingreso
he ganado dos,ingreso
por una cena,gasto
ayer online tutorías y por euros entraron treinta seis,ingreso
de y cincuenta anoche impuestos euros tres invertí,gasto
nómina he recibido setenta y siete euros de,ingreso
cena quince ochocientos una costó euros mil,gasto
gasolina me cobraron cuatro mil ciento ochenta con diez euros en,gasto
he desembolsado mil,gasto
pagar sesenta y tres euros en un móvil nuevo esta tarde tuve que,gasto
en una cena me gasté cuatro mil seiscientos noventa y uno con ochenta y siete euros,gasto
cargado veintidós euros de netflix me han,gasto
me cobraron novecientos,gasto
setecientos veinte euros de la beca de estudios me ingresaron,ingreso
euros ayer de nómina ochocientos ingresé,ingreso
me cobraron novecientos,gasto
pagamos ciento treinta y,gasto
entraron setecientos diecisiete,ingreso
me costó a nueve youtube suscripción euros la,gasto
por una transferencia ingresé dos mil quinientos sesenta y nueve con setenta y seis euros,ingreso
me gasté cuatro,gasto
mil doscientos sesenta con cuarenta y ocho euros por una herencia he percibido,ingreso
pagamos cuatrocientos noventa,gasto
ingresé tres mil novecientos treinta y uno euros por una transferencia,ingreso
freelance he percibido cuatro mil doscientos setenta y siete con cuarenta y cinco euros por un trabajo,ingreso
por la avería,gasto
ayuda al alquiler me abonaron en total siete con cuarenta y cinco euros de la,ingreso
el mes pasado cobré seiscientos sesenta y seis euros del alquiler del piso,ingreso
he percibido dos mil seiscientos noventa y cinco con dieciséis euros por una venta,ingreso
desembolsé tres mil ciento noventa y seis euros por un ordenador nuevo este año,gasto
doscientos setenta y cinco con veintitrés euros de salario esta semana he cobrado,ingreso
me han abonado,ingreso
euros en ropa,gasto
y de han seis proyecto abonado y con cuarenta dos treinta me un ciento mil,ingreso
luz he pagado mil trescientos veintiséis con cuarenta y uno euros este mes en la factura de la,gasto
pagado euros han cuatrocientos por el cincuenta artículo,ingreso
tres mil seiscientos veintisiete euros en una suscripción me cobraron,gasto
en el gimnasio,gasto
he gastado dieciséis,gasto
me pagaron tres,ingreso
hoy obtuve cincuenta y uno euros por una deuda pendiente,ingreso
de una devolución me ingresaron treinta y tres con ochenta y tres euros,ingreso
usados recibí ochocientos once euros de la venta de libros,ingreso
reparar el tejado se fueron doscientos cincuenta y cuatro con dos euros ayer en,gasto
me han pagado,ingreso
netflix se me fueron tres mil seiscientos cincuenta y ocho con cincuenta y uno euros en,gasto
euros tarde cine esta veintiséis por me,gasto
por el electricista desembolsé casi dos mil cuatrocientos euros,gasto
con compra euros siete se en setenta y ciento mil fueron diez la tres,gasto
quinientos mil dieciséis ayer recibí apuesta una ganada por,ingreso
dos y cinco fueron súper cuarenta pagar se euros con setenta trescientos y para me,gasto
proyecto cobré tres mil doscientos ochenta y dos con treinta euros por un,ingreso
me cayeron dos mil setecientos dos euros por hacer fotos en una boda este mes,ingreso
me abonaron más,ingreso
he ingresado doscientos,ingreso
sesenta ocho mil dos parking y para uno euros con pagar,gasto
apuesta hoy por veintinueve una cobrado he ganada,ingreso
me costaron doscientos,gasto
venta recibí cuatro mil doscientos sesenta y tres euros de una,ingreso
pasado se me ingresaron dos mil treinta y tres con noventa y cuatro euros por referir a un cliente el mes,ingreso
viejo recibí tres mil quinientos euros de la venta del coche,ingreso
me costó novecientos setenta y uno euros ropa,gasto
tuve que pagar,gasto
ingresé tres mil trescientos treinta y siete euros de bonus trimestral recientemente,ingreso
nómina tres mil percibido euros ochenta con y he once tres,ingreso
me han transferido,ingreso
tres novecientos bonificación una nueve ingresé euros mil cincuenta y,ingreso
pagado quinientos euros me han,ingreso
por una reforma,gasto
he soltado cuatro mil,gasto
por tres ciento he percibido ayuda una,ingreso
he percibido ochocientos noventa y ocho con sesenta y cuatro euros por un proyecto,ingreso
me han abonado,ingreso
ayer en ropa he tenido que abonar quinientos ochenta y tres con cuarenta y ocho euros,gasto
solté diecisiete euros,gasto
dos mil seiscientos cincuenta y ocho con noventa y dos euros en gasolina me gasté,gasto
veinticinco unas por en cobré de euros fotos hacer,ingreso
una he desembolsado mil en setecientos dos euros cuarenta,gasto
revisión del coche,gasto
me pagaron mil,ingreso
sesenta y dos con once euros por gasolina pagué quinientos,gasto
mil ochocientos sesenta y ocho euros por nómina cobré dos,ingreso
aboné cuatro mil,gasto
cena acabé pagando doscientos sesenta y ocho con treinta y dos euros ayer en la,gasto
me cobraron dos mil,gasto
me cinco y cuarenta euros con seis mes cuatrocientos pasado y el pagar consola tocó una con,gasto
por una beca he percibido mil cuatrocientos noventa y siete euros,ingreso
recibí cuatro mil,ingreso
pasado se fueron dos mil trescientos ochenta y nueve con ochenta y cuatro euros de una suscripción el mes,gasto
se me fueron tres mil ochocientos cincuenta y dos euros para pagar el taller del coche,gasto
me de mil y doscientos un proyecto dos treinta ingresaron euros uno con,ingreso
percibí doscientos cincuenta y,ingreso
he pagado cuatro mil novecientos ochenta y uno con cincuenta y cinco euros en el alquiler,gasto
por una herencia,ingreso
me hicieron un,ingreso
me abonó sesenta y,ingreso
un trabajo freelance,ingreso
he ingresado cincuenta,ingreso
se me ingresaron cuatrocientos,ingreso
me gasté cuatro mil,gasto
mes cobré cuatrocientos euros por dar clases particulares este,ingreso
solté trescientos once,gasto
mil ochocientos doce euros por videojuegos esta tarde he desembolsado,gasto
me cayeron dos mil novecientos cuatro euros de pensión este mes,ingreso
fueron de circulación treinta de tres ayer y el impuesto euros setecientos,gasto
he soltado dos mil,gasto
me han mandado ciento,ingreso
trescientos cuarenta y uno con setenta y cuatro euros en gasolina me cobraron,gasto
mesa esta semana me pagaro cuatro mil ochocientos ochenta y cuatro euros por vender el ordenador de,ingreso
me han ingresado mil doscientos euros de la nómina,ingreso
devolución del seguro me ingresaron ciento ochenta euros de la,ingreso
cuatrocientos cincuenta y cinco euros esta semana en diésel acabé pagando,gasto
y por cincuenta una euros uno deuda obtuve hoy,ingreso
he percibido mil,ingreso
por una herencia ingresé seiscientos veinticinco con cincuenta y tres euros,ingreso
mil ciento cincuenta con treinta y cinco euros de la ayuda al alquiler en febrero entraron dos,ingreso
cuarenta y cinco con cuarenta y ocho euros de una multa en marzo solté cuatrocientos,gasto
me pagaro tres mil,ingreso
me han abonado trescientos sesenta y tres con veinticuatro euros de una ayuda,ingreso
velas y decoración,gasto
me hicieron un ingreso de doscientos treinta y nueve con veinticinco euros por alquilar una habitación ayer,ingreso
percibí unos quinientos,ingreso
me pagaro setecientos noventa y nueve con sesenta y seis euros por una apuesta,ingreso
del pasado han de me parking la cuota euros,gasto
recibí mil ciento,ingreso
cuatro mil trescientos veintisiete con sesenta y nueve euros en una reparación me gasté,gasto
he percibido cuatrocientos veintinueve,ingreso
de una transferencia,ingreso
en la compra he soltado cuatrocientos treinta y tres con veintiocho euros,gasto
me han cargado,gasto
me han abonado tres mil doscientos cuarenta y tres con treinta euros de un bonus,ingreso
me han abonado dos,ingreso
me han abonado tres,ingreso
mil treinta y cinco con catorce euros de una transferencia recibí tres,ingreso
entraron dos mil,ingreso
venta semana del euros de la cuarenta dos ingresé esta sofá,ingreso
cinco se euros me electricista fueron y el setenta,gasto
me costó seiscientos noventa,gasto
me han cobrado siete,gasto
he gastado mil setecientos,gasto
vacacional esta semana me hicieron un ingreso de cuatro mil setecientos noventa y uno euros del alquiler,ingreso
me han pasado,gasto
cobré tres mil,ingreso
de una beca me ingresaro tres mil ochocientos sesenta y nueve con cincuenta y ocho euros,ingreso
por una beca me pagaro dos mil ciento noventa euros,ingreso
he gastado seiscientos setenta y cuatro con cuarenta euros ayer en una suscripción,gasto
mañana invertí trescientos setenta y cinco con treinta y siete euros de la cuota del club esta,gasto
he pagado dos mil cuatrocientos ochenta y nueve con treinta y dos euros en una reparación,gasto
he cobrado quinientos,ingreso
tuve que pagar,gasto
euros ocho cuatro he ciento anoche percibido con mil de sesenta salario,ingreso
